batter,batting_team,bowling_team,venue,season,over_category,total_runs,strike_rate,venue_avg_runs
MR Marsh,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",2023,Middle,0,106.09756097560977,19.6
MR Marsh,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",2023,Powerplay,2,142.3469387755102,19.6
MR Marsh,Delhi Capitals,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Powerplay,0,142.3469387755102,9.0
MR Marsh,Delhi Capitals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",2022,Powerplay,13,142.3469387755102,16.0
MR Marsh,Delhi Capitals,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Powerplay,0,142.3469387755102,0.0
MR Marsh,Delhi Capitals,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022,Middle,0,106.09756097560977,16.0
MR Marsh,Delhi Capitals,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022,Powerplay,37,142.3469387755102,16.0
MR Marsh,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",2022,Powerplay,0,142.3469387755102,16.0
MR Marsh,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",2023,Middle,0,106.09756097560977,19.6
MR Marsh,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",2023,Powerplay,3,142.3469387755102,19.6
MR Marsh,Delhi Capitals,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Death,16,138.88888888888889,59.0
MR Marsh,Delhi Capitals,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,20,106.09756097560977,59.0
MR Marsh,Delhi Capitals,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Powerplay,27,142.3469387755102,59.0
MR Marsh,Delhi Capitals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,Powerplay,20,142.3469387755102,20.0
MR Marsh,Delhi Capitals,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",2022,Death,11,138.88888888888889,59.0
MR Marsh,Delhi Capitals,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,39,106.09756097560977,59.0
MR Marsh,Delhi Capitals,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",2022,Powerplay,39,142.3469387755102,59.0
MR Marsh,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2024,Powerplay,23,142.3469387755102,23.0
MR Marsh,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",2023,Middle,15,106.09756097560977,19.6
MR Marsh,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",2023,Powerplay,11,142.3469387755102,19.6
MR Marsh,Delhi Capitals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Powerplay,0,142.3469387755102,0.0
MR Marsh,Delhi Capitals,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2022,Middle,12,106.09756097560977,16.0
MR Marsh,Delhi Capitals,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",2022,Powerplay,2,142.3469387755102,16.0
MR Marsh,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",2023,Middle,30,106.09756097560977,19.6
MR Marsh,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",2023,Powerplay,33,142.3469387755102,19.6
MR Marsh,Delhi Capitals,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",2022,Powerplay,10,142.3469387755102,10.0
MR Marsh,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,Powerplay,25,142.3469387755102,25.0
MR Marsh,Pune Warriors,Chennai Super Kings,Dr DY Patil Sports Academy,2011,Death,8,138.88888888888889,24.0
MR Marsh,Pune Warriors,Chennai Super Kings,Dr DY Patil Sports Academy,2011,Middle,3,106.09756097560977,24.0
MR Marsh,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Death,2,138.88888888888889,2.0
MR Marsh,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,2011,Death,22,138.88888888888889,24.0
MR Marsh,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,2011,Middle,15,106.09756097560977,24.0
MR Marsh,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2011,Death,2,138.88888888888889,2.0
MR Marsh,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2011,Middle,0,106.09756097560977,2.0
MR Marsh,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,2013,Death,0,138.88888888888889,10.0
MR Marsh,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,2013,Middle,15,106.09756097560977,10.0
MR Marsh,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,2013,Middle,5,106.09756097560977,10.0
MR Marsh,Pune Warriors,Mumbai Indians,Wankhede Stadium,2013,Death,5,138.88888888888889,38.0
MR Marsh,Pune Warriors,Mumbai Indians,Wankhede Stadium,2013,Middle,33,106.09756097560977,38.0
MR Marsh,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,2013,Death,30,138.88888888888889,35.0
MR Marsh,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,2013,Middle,5,106.09756097560977,35.0
MR Marsh,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,2013,Death,0,138.88888888888889,24.0
MR Marsh,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,2013,Middle,24,106.09756097560977,24.0
MR Marsh,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,2013,Powerplay,0,142.3469387755102,24.0
MR Marsh,Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2013,Death,5,138.88888888888889,14.0
MR Marsh,Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2013,Middle,9,106.09756097560977,14.0
MR Marsh,Pune Warriors,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Death,7,138.88888888888889,7.0
MR Marsh,Rising Pune Supergiants,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,Death,7,138.88888888888889,7.0
MR Marsh,Sunrisers Hyderabad,Royal Challengers Bangalore,Dubai International Cricket Stadium,2020/21,Death,0,138.88888888888889,0.0
MS Bisla,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2009/10,Death,7,160.0,53.75
MS Bisla,Kings XI Punjab,Deccan Chargers,Barabati Stadium,2009/10,Powerplay,0,99.80842911877394,5.0
MS Bisla,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",2009/10,Powerplay,2,99.80842911877394,16.333333333333332
MS Bisla,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,2009/10,Powerplay,18,99.80842911877394,21.0
MS Bisla,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,Middle,2,124.73684210526316,16.333333333333332
MS Bisla,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",2009/10,Powerplay,20,99.80842911877394,16.333333333333332
MS Bisla,Kings XI Punjab,Mumbai Indians,Brabourne Stadium,2009/10,Powerplay,11,99.80842911877394,11.0
MS Bisla,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2009/10,Middle,3,124.73684210526316,16.333333333333332
MS Bisla,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2009/10,Powerplay,32,99.80842911877394,16.333333333333332
MS Bisla,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,2009/10,Powerplay,20,99.80842911877394,7.333333333333333
MS Bisla,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Middle,35,124.73684210526316,31.8
MS Bisla,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Powerplay,40,99.80842911877394,31.8
MS Bisla,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",2009/10,Middle,9,124.73684210526316,16.333333333333332
MS Bisla,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",2009/10,Powerplay,19,99.80842911877394,16.333333333333332
MS Bisla,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,Middle,5,124.73684210526316,53.75
MS Bisla,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,Powerplay,22,99.80842911877394,53.75
MS Bisla,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2012,Middle,41,124.73684210526316,53.75
MS Bisla,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2012,Powerplay,48,99.80842911877394,53.75
MS Bisla,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Death,25,160.0,53.75
MS Bisla,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Middle,36,124.73684210526316,53.75
MS Bisla,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Powerplay,31,99.80842911877394,53.75
MS Bisla,Kolkata Knight Riders,Deccan Chargers,Barabati Stadium,2012,Powerplay,10,99.80842911877394,5.0
MS Bisla,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,2011,Middle,1,124.73684210526316,21.0
MS Bisla,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,2011,Powerplay,18,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2013,Powerplay,4,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2013,Powerplay,4,99.80842911877394,4.0
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2012,Middle,6,124.73684210526316,21.0
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2012,Powerplay,21,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2013,Death,8,160.0,21.0
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2013,Middle,25,124.73684210526316,21.0
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2013,Powerplay,18,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2012,Middle,11,124.73684210526316,16.333333333333332
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2012,Powerplay,0,99.80842911877394,16.333333333333332
MS Bisla,Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2013,Powerplay,0,99.80842911877394,16.333333333333332
MS Bisla,Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,Powerplay,16,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2012,Powerplay,1,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2013,Powerplay,17,99.80842911877394,17.0
MS Bisla,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,2013,Powerplay,1,99.80842911877394,0.5
MS Bisla,Kolkata Knight Riders,Pune Warriors,Subrata Roy Sahara Stadium,2013,Powerplay,12,99.80842911877394,12.0
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,Powerplay,9,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012,Middle,18,124.73684210526316,21.0
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012,Powerplay,11,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013,Middle,0,124.73684210526316,21.0
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013,Powerplay,29,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,2011,Powerplay,1,99.80842911877394,7.333333333333333
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,2013,Powerplay,1,99.80842911877394,7.333333333333333
MS Bisla,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014,Powerplay,3,99.80842911877394,3.0
MS Bisla,Kolkata Knight Riders,Royal Challengers Bangalore,JSCA International Stadium Complex,2013,Powerplay,0,99.80842911877394,0.5
MS Bisla,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,2012,Middle,44,124.73684210526316,31.8
MS Bisla,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,2012,Powerplay,2,99.80842911877394,31.8
MS Bisla,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,2013,Powerplay,1,99.80842911877394,31.8
MS Bisla,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,2013,Middle,1,124.73684210526316,21.0
MS Bisla,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,2013,Powerplay,27,99.80842911877394,21.0
MS Bisla,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Powerplay,15,99.80842911877394,15.0
MS Bisla,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2015,Powerplay,17,99.80842911877394,31.8
MS Bisla,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2015,Powerplay,20,99.80842911877394,31.8
MS Dhoni,Chennai Super Kings,Deccan Chargers,Buffalo Park,2009,Death,33,179.04884318766068,58.0
MS Dhoni,Chennai Super Kings,Deccan Chargers,Buffalo Park,2009,Middle,25,104.81927710843372,58.0
MS Dhoni,Chennai Super Kings,Deccan Chargers,Buffalo Park,2009,Powerplay,0,72.0,58.0
MS Dhoni,Chennai Super Kings,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,Middle,22,104.81927710843372,27.0
MS Dhoni,Chennai Super Kings,Deccan Chargers,Dr DY Patil Sports Academy,2009/10,Powerplay,8,72.0,27.0
MS Dhoni,Chennai Super Kings,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012,Middle,7,104.81927710843372,27.5
MS Dhoni,Chennai Super Kings,Deccan Chargers,Kingsmead,2009,Middle,21,104.81927710843372,11.75
MS Dhoni,Chennai Super Kings,Deccan Chargers,Kingsmead,2009,Powerplay,1,72.0,11.75
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,Middle,23,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2007/08,Powerplay,0,72.0,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2009/10,Middle,33,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2009/10,Powerplay,9,72.0,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2011,Death,5,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2011,Middle,16,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2012,Death,14,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2012,Middle,20,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007/08,Middle,37,104.81927710843372,17.833333333333332
MS Dhoni,Chennai Super Kings,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Middle,7,104.81927710843372,7.0
MS Dhoni,Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,2019,Death,17,179.04884318766068,24.5
MS Dhoni,Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,2019,Middle,15,104.81927710843372,24.5
MS Dhoni,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023,Death,5,179.04884318766068,5.0
MS Dhoni,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022,Death,21,179.04884318766068,17.333333333333332
MS Dhoni,Chennai Super Kings,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019,Death,9,179.04884318766068,27.5
MS Dhoni,Chennai Super Kings,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Death,37,179.04884318766068,37.0
MS Dhoni,Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,2020/21,Death,12,179.04884318766068,15.25
MS Dhoni,Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,2020/21,Middle,3,104.81927710843372,15.25
MS Dhoni,Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,2021,Death,19,179.04884318766068,15.25
MS Dhoni,Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,2021,Middle,17,104.81927710843372,15.25
MS Dhoni,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,2019,Death,42,179.04884318766068,43.6
MS Dhoni,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,2019,Middle,2,104.81927710843372,43.6
MS Dhoni,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Death,20,179.04884318766068,9.636363636363637
MS Dhoni,Chennai Super Kings,Delhi Capitals,Sharjah Cricket Stadium,2020/21,Death,0,179.04884318766068,14.333333333333334
MS Dhoni,Chennai Super Kings,Delhi Capitals,Sharjah Cricket Stadium,2020/21,Middle,3,104.81927710843372,14.333333333333334
MS Dhoni,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",2021,Middle,0,104.81927710843372,18.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Arun Jaitley Stadium,2018,Death,4,179.04884318766068,24.5
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Arun Jaitley Stadium,2018,Middle,13,104.81927710843372,24.5
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2007/08,Death,12,179.04884318766068,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2007/08,Middle,20,104.81927710843372,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2007/08,Powerplay,1,72.0,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2012,Death,2,179.04884318766068,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2012,Middle,9,104.81927710843372,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2013,Death,25,179.04884318766068,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2013,Middle,19,104.81927710843372,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,2014,Death,12,179.04884318766068,22.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009,Middle,5,104.81927710843372,11.75
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2007/08,Death,3,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2007/08,Middle,29,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2009/10,Powerplay,0,72.0,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011,Death,31,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011,Middle,32,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012,Death,6,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012,Middle,17,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013,Death,27,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013,Middle,31,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015,Death,16,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015,Middle,14,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018,Death,39,179.04884318766068,26.3125
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018,Middle,12,104.81927710843372,26.3125
MS Dhoni,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009,Death,4,179.04884318766068,17.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009,Middle,2,104.81927710843372,17.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2015,Death,17,179.04884318766068,27.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2015,Middle,10,104.81927710843372,27.0
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014,Death,28,179.04884318766068,19.4
MS Dhoni,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014,Middle,4,104.81927710843372,19.4
MS Dhoni,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Death,1,179.04884318766068,9.636363636363637
MS Dhoni,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Death,14,179.04884318766068,13.333333333333334
MS Dhoni,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Middle,0,104.81927710843372,13.333333333333334
MS Dhoni,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2024,Death,26,179.04884318766068,13.333333333333334
MS Dhoni,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022,Death,7,179.04884318766068,18.0
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,2014,Death,10,179.04884318766068,23.0
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,2014,Middle,13,104.81927710843372,23.0
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2009/10,Death,33,179.04884318766068,30.0
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2009/10,Middle,21,104.81927710843372,30.0
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2012,Middle,1,104.81927710843372,30.0
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2012,Powerplay,5,72.0,30.0
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Kingsmead,2009,Middle,2,104.81927710843372,11.75
MS Dhoni,Chennai Super Kings,Kings XI Punjab,MA Chidambaram Stadium,2019,Death,35,179.04884318766068,43.6
MS Dhoni,Chennai Super Kings,Kings XI Punjab,MA Chidambaram Stadium,2019,Middle,2,104.81927710843372,43.6
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2007/08,Death,21,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2007/08,Middle,39,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2012,Middle,1,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2013,Middle,2,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2015,Death,21,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2015,Middle,20,104.81927710843372,26.627906976744185
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Maharashtra Cricket Association Stadium,2018,Death,16,179.04884318766068,26.3125
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2018,Death,47,179.04884318766068,44.5
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2018,Middle,31,104.81927710843372,44.5
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2018,Powerplay,1,72.0,44.5
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2019,Death,10,179.04884318766068,44.5
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,Middle,0,104.81927710843372,23.33333333333333
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,Powerplay,2,72.0,23.33333333333333
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2011,Death,40,179.04884318766068,23.33333333333333
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2011,Middle,3,104.81927710843372,23.33333333333333
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2015,Death,13,179.04884318766068,23.33333333333333
MS Dhoni,Chennai Super Kings,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2015,Middle,12,104.81927710843372,23.33333333333333
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,2014,Death,26,179.04884318766068,19.4
MS Dhoni,Chennai Super Kings,Kings XI Punjab,SuperSport Park,2009,Death,7,179.04884318766068,39.333333333333336
MS Dhoni,Chennai Super Kings,Kings XI Punjab,SuperSport Park,2009,Middle,49,104.81927710843372,39.333333333333336
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,2014,Death,29,179.04884318766068,17.857142857142858
MS Dhoni,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,2014,Middle,13,104.81927710843372,17.857142857142858
MS Dhoni,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",2011,Death,2,179.04884318766068,26.627906976744185
MS Dhoni,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",2011,Middle,7,104.81927710843372,26.627906976744185
